item_id,sentiment,SentimentSource,SentimentText
346,0.23800000000000002,Valeant Pharmaceuticals International,"Valeant, AstraZeneca strike psoriasis drug deal"
347,0.252,Barclays,Barclays considers acquisition to help split off retail arm
348,-0.732,Barclays,CFTC fines Barclays $560000 for inaccurate swaps position reports
349,0.146,Deutsche Boerse,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter
350,0.426,Tesco PLC,Tesco turnaround gathers pace under new CEO
351,-0.398,Tesco PLC,"Tesco, Asda sales fall as march of the discounters continues: Kantar"
352,0.253,Glencore,"METALS-Zinc soars 10 pct, fuelling metals surge after Glencore cuts output"
353,-0.268,BP,BP cuts capex for third time this year to deal with weak oil
354,0.395,AstraZeneca,Aspen to Buy Anaesthetics From AstraZeneca for $520 Million
355,-0.397,Sainsbury's,Sainsbury chief warns of squeeze on high street retailers
356,-0.314,Shell,US sanctions put Gazprom-Shell alliance plans in jeopardy
357,-0.40700000000000003,Shell,UPDATE 6-Royal Dutch Shell pulls plug on Arctic exploration
358,0.004,AB InBev,AB InBev to Sell SABMiller Stake in China's Snow Beer
359,0.975,Persimmon,Persimmon share price climbs on 23% rise in full-year revenue
360,0.053,Royal Mail,Royal Mail hands chief executive Moya Greene a 13% rise in her pay package
361,0.53,Travis Perkins,Travis Perkins to create 4000 jobs
362,-0.41500000000000004,London Stock Exchange Group,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk
363,-0.317,Lloyds Banking Group PLC,Britain cuts Lloyds Banking Group stake to below 17 pct
364,0.543,HSBC,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise
365,-0.741,BP,BP Reports $583 Million Loss in First Quarter
366,-0.637,William Hill,"Britain's FTSE led lower by ITV, William Hill"
367,0.0,JP Morgan,Barclays set to name former JPMorgan banker Staley as new CEO
368,0.157,BHS,Friday Papers: Sir Philip Green sells BHS for Â£1
369,0.25,Berkshire,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo"
370,0.375,CaixaBank,Spain's CaixaBank Expects To Close Deal For Banco BPI
371,0.214,Kraft Heinz,How Kraft-Heinz Merger Came Together in Speedy 10 Weeks
372,0.384,Persimmon,Persimmon revenues lifted 12% by post-election confidence
373,0.163,Aviva plc,REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm
374,-0.355,BP,US urges final approval of $20 billion BP oil spill pact
375,0.23700000000000002,Gleneagles Hotel,Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group
376,0.2,GSK,UPDATE 1-GSK-linked investigator freed early from China jail - source
377,-0.612,Tesco PLC,"FTSE hits three-week low as financials, Tesco fall"
378,-0.47300000000000003,Deutsche Boerse,LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk
379,0.09,Weir Group,Weir Group offloads two renewables units
380,-0.546,Aggreko,Aggreko says first half profits will be lower as the oil price rout claims its latest victim
381,-0.627,Weir Group,"Industry NewsRevenue, earnings take a tumble at Weir Group"
382,0.461,Ashtead,"News FeedFTSE 100 movers: Ashtead jumps on strong interims; Glencore, BP in ..."
383,-0.6000000000000001,EasyJet,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ..."
384,-0.359,London Stock Exchange Group,London stock exchange shareholders vote on merger deal under Brexit cloud
385,0.289,AstraZeneca,"UPDATE: AstraZeneca's Selumetinib Gets Orphan Drug Label, Good AZD9291 ..."
386,-0.127,Intercontinental Exchange,Intercontinental Exchange Opts Not to Bid for London Stock Exchange
387,-0.15,Tesco,Dave Lewis paid Â£4.1m for first 6 months at Tesco
388,0.323,Weir Group,Weir Group says first-half profits will be 'slightly ahead' of expectations
389,0.259,Glencore,Glencore Sells $2.5 Billion Stake in Agriculture Unit
390,0.075,AstraZeneca,AstraZeneca : FDA Panel Reviews Savor Study Results For Onglyza ...
391,0.5710000000000001,Hargreaves Lansdown,Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent
392,-0.6910000000000001,Tesco PLC,"Britain's FTSE hits three-week low as financials, Tesco fall"
393,0.833,Royal Bank of Scotland Group plc,Trading ExpertBROKER RECOMMENDATIONSUBS ups RBS to 'buy' as it re-initiates coverage on UK banks
394,0.247,3G Capital,"3G Capital, Warren Buffett's Favorite Partner in Deals Worth Billions"
395,-0.34500000000000003,Shell,Shell's $70 Billion BG Deal Meets Shareholder Skepticism
396,0.276,GKN,GKN to buy Fokker Technologies for 706 mln euros
397,0.789,Mondi,Questor share tip: Mondi shares jump 10pc on strong start
398,-0.28800000000000003,Berkshire Hathaway Inc.,"Berkshire discloses unit's ties to Iran, opens probe"
399,-0.511,Rio Tinto,"Rio Tinto swings to loss, drops dividend policy"
400,0.309,Rio Tinto,Rio Tinto Reaffirms Goal for Iron Ore Output
401,-0.804,EasyJet,Shares in easyJet fall to three-year low after Brexit profit warning
402,0.4,Shire,Shire share price: Group releases full-year results
403,0.219,AstraZeneca,AstraZeneca share price: Company to carve out antibiotic R&D unit into separate ...
404,-0.426,Barclays,Ex-Barclays Trader Johnson Pleaded Guilty to Libor Fixing
405,0.41500000000000004,Meantime,SABMiller buys Meantime to quench thirst for craft beer
406,-0.78,Standard Chartered,Standard Chartered to slash costs as profits plunge 25%
407,0.668,Berkshire Hathaway Inc.,Buffett's Berkshire delivers 9.8% profit growth
408,0.114,Rio Tinto,"Rio Tinto CEO Sam Walsh rejects fears over China growth, demand"
409,-0.036000000000000004,Showa Shell Sekiyu,CompaniesShell sells stake in Showa Shell Sekiyu for $1.4bn
410,0.0,RELX Group,Reed Elsevier to rename itself RELX Group
411,-0.06,Sotheby's,Sotheby's chairman takes his final sale
412,0.137,Insight,Insight hires Aviva's David Hillier for multi-asset team
413,0.393,BG Group,Shell offers 50 percent premium to buy BG for $70 billion
414,0.217,Novartis,Novartis buys remaining rights to GSK treatment in deal up to $1 billion
415,0.256,AB InBev,AB InBev to sell Peroni and Grolsch
416,-0.373,Unilever,Unilever posts weaker-than-expected fourth quarter
417,-0.161,Morrisons,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract
418,0.724,Emirates,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline
419,0.003,ITV,Entertainment One dispels ITV takeover rumours
420,0.396,London Stock Exchange Group,NYSE owner ICE considers offer for LSE
421,0.276,GSK,Novartis buys remaining rights to GSK treatment in deal up to $1 billion
422,0.262,BP,"EU drops Shell, BP, Statoil from ethanol benchmark investigation"
423,-0.5,HSBC,"HSBC Preparing Job Cuts That May Target 20000 Workers, Sky Says"
424,-0.388,Transocean,"UPDATE 3-BP settles oil spill-related claims with Halliburton, Transocean"
425,0.195,Centrica PLC,"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT"
426,0.1,RBS,RBS bosses ordered to go out and meet small firms
427,0.20700000000000002,AB InBev,AB InBev offers to sell some SABMiller brands
428,0.155,Tesco PLC,RPT-UK supermarkets braced for battle as Tesco comes out fighting
429,0.166,Glencore,"UPDATE 1-Glencore flags sale of some Australia, Chile assets"
430,0.1,Barclays,Barclays says not been offered deferred prosecution deal by SFO
431,0.281,Aviva plc,Aviva promises higher dividends to boost flagging share price
432,0.278,AB InBev,Brewer AB InBev seeks $275 bln tie-up with SABMiller
433,-0.303,London Stock Exchange Group,Intercontinental Exchange Opts Not to Bid for London Stock Exchange
434,-0.26,Glencore,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin"
435,-0.756,HSBC,HSBC Posts Surprise Fourth-Quarter Pretax Loss of $858 Million
436,0.9420000000000001,Schroders,Earnings surge as fund manager Schroders reports a record year
437,-0.352,London Stock Exchange,Eurocrat left best-placed to unravel London Stock Exchange deal
438,-0.033,AB InBev,Lawmakers worry AB InBev beer deal will hurt craft brewers
439,0.8150000000000001,Standard Life,StanLife leads FTSE after strong earnings
440,0.365,Lloyds Banking Group PLC,Lloyds Banking Group eyes return to dealmaking with MBNA bid
441,0.24,SABMiller,Anheuser-Busch InBev Increases Offer for Rival SABMiller
442,-0.532,Lloyds Banking Group PLC,"UK government sells more Lloyds shares, cuts stake to below 12 percent"
443,0.225,Kinder Morgan,Kinder Morgan and BP Form Joint Venture Limited Liability Company to Purchase ...
444,-0.25,Tesco,Tesco says UK store closures put 2000 jobs at risk
445,0.213,Tesco,Tesco Versus Sainsbury: Weight-Watcher vs. Bodybuilder
446,0.089,Coca-Cola,"Buffett talks wind energy, Coca-Cola at Berkshire meeting"
447,-0.083,TSB,TSB boss: Current account switching must be simpler
448,-0.253,Barclays,Barclays CEO Staley Says Brexit Slump Caused by Profit Fears
449,0.467,Kingfisher,Retailers Kingfisher and Sports Direct rise in Britain's share index
450,-0.161,Berkshire Hathaway Inc.,Berkshire Shareholders Pepper Warren Buffett With Some Hard Questions
451,0.28400000000000003,Royal Dutch Shell,"GLOBAL MARKETS-Stocks gain on Royal Dutch Shell bid, oil slumps"
452,-0.013000000000000001,EasyJet,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany
453,0.481,AstraZeneca,AstraZeneca says new lung cancer pill Tagrisso approved by EU
454,-0.743,Barclays,Two former Barclays traders face retrial over Libor
455,0.066,BP,MarketsBP promotes upstream boss to deputy CEO
456,-0.5650000000000001,Glencore,"Glencore swings to loss, will sell more assets"
457,0.25,Shell,Shell to buy BG Group in $69.7 billion takeover
458,-0.707,Clydesdale Bank,Clydesdale Bank hit with record PPI fine for 'unacceptable' staff lies
459,0.763,Standard Chartered PLC,UK's FTSE climbs to record closing high as Standard Chartered surges
460,0.018000000000000002,BP,US judge rules that BP spill smaller than feared
461,0.0,Royal Mail,Royal Mail Revenue Flat As Letters Weakness Offsets Parcels Strength
462,0.053,MillerCoors,"AB InBev launches SAB bid, to sell MillerCoors stake"
463,0.5710000000000001,ARM Holdings plc,ARM Royalties Accelerate as Smartphone Market Regains Strength
464,-0.6930000000000001,Shell,Shell fined by Scottish court for 2011 North Sea oil spill
465,-0.301,Glencore,Glencore chief blames rivals' overproduction for share price fall
466,0.166,Valeant Pharmaceuticals International,"Ackman, in email, says supports Valeant CEO Pearson"
467,-0.12,GlaxoSmithKline,GlaxoSmithKline's CEO Witty to bow out in March 2017
468,-0.706,Standard Life,Standard Life shuts Â£2.9bn property fund after investors rush to withdraw money post-Brexit
469,0.124,Shire,Shire CEO steps up drive to get Baxalta board talking
470,-0.4,BP,FTSE slide halted by BP's Â£12bn US settlement - London Report
471,-0.012,Sainsbury's,Sainsbury's pressed to raise bid for Home Retail Group
472,0.364,NPS,"FDA approves NPS drug, in move validating Shire takeover deal"
473,0.066,Sanofi,Sanofi poaches AstraZeneca scientist as new research head
474,0.188,Sanofi,CompaniesSanofi poaches immunology expert from AstraZeneca
475,0.199,ITV,ITV to pursue takeover of Canada's Entertainment One: Bloomberg
476,0.381,Royal Bank of Scotland Group plc,"Broker tips: RBS, Croda, Sage"
477,-0.438,Royal Mail,"Royal Mail, Johnson Matthey lead FTSE lower"
478,-0.562,Whitbread,Industry NewsWhitbread sales sink in fourth quarter on Costa slowdown
479,-0.468,Carlsberg,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...
480,-0.40800000000000003,GlaxoSmithKline,GlaxoSmithKline share price slips as FDA okays asthma therapy only for adults
481,-0.052000000000000005,Financial Times,Report: Financial Times up for sale
482,0.124,Glencore,Glencore raises $2.5bn through share placing to help cut debt load
483,0.248,Det Norske,BP joins forces with Det Norske in Norway
484,-0.387,Rio Tinto,No pay hikes this year at Rio Tinto as mining slump bites
485,-0.647,Citigroup,"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ..."
486,0.989,Apple,Warren Buffett's Berkshire Hathaway buys stake in Apple
487,0.391,Croda,"Broker tips: RBS, Croda, Sage"
488,0.29,Deutsche Boerse,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse
489,0.361,Diageo,FTSE steadies around 2-month low Diageo shares surge
490,-0.314,Lonmin,"Glencore Cuts 2015 Budget, Plans To Divest From Lonmin"
491,0.406,London Stock Exchange Group,London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse
492,0.029,HSBC,"We'd support HSBC leaving London, says Standard Life"
493,0.226,ICE,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank
494,0.084,Tesco PLC,CompaniesTesco bumps up pay for store staff
495,-0.179,BP,BP pay boss feels the heat from revolt over Dudley's Â£14 million
496,0.149,Barclays,UPDATE 3-Stifel to buy former Lehman brokerage from Barclays
497,-0.451,BG Group,Shell Plans to Shed 2800 Jobs After Buying BG Group
498,0.164,Old Mutual,"Old Mutual to split up, may list some businesses"
499,-0.2,RBS,"RBS, Lloyds Most Exposed to Commercial Property, JPMorgan Says"
500,-0.253,Mr Bricolage,CompaniesKingfisher bid for Mr Bricolage runs into trouble
501,0.093,EasyJet,EasyJet to pass on lower fuel prices to customers
502,-0.267,Tesco PLC,Tesco loses two more directors as Garfield and Tammenoms step down
503,-0.295,Royal Bank of Scotland Group plc,The UK Government's Call To Sell Shares In Royal Bank Of Scotland Group plc ...
504,-0.031,Prudential,Credit Suisse poaches Prudential's Thiam for Asian push
505,0.10300000000000001,John Wood Group PLC,"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?"
506,-0.31,Wolseley,Britain's FTSE eyes 7th straight daily rise; Wolseley lags
507,0.379,GSK,EU regulator backs approval for GSK injectable asthma drug
508,-0.075,Rolls-Royce,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report
509,0.247,London Stock Exchange Group,LSE gets Hong Kong regulatory nod to HK firms to become LSE members
510,0.422,Wells Fargo,"Warren Buffett's Berkshire adds to favorites IBM, Wells Fargo"
511,0.357,Severn Trent,Canadian Pension fund Borealis renews pursuit of Severn Trent : report
512,0.42,ITV,ITV merger reports boost Footsie stocks
513,-0.158,Cadbury's,"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit"
514,0.47000000000000003,Wolseley,Wolseley helps lift FTSE from losses
515,0.098,AstraZeneca,Novo Nordisk and AstraZeneca seek tonic from key drug trials
516,-0.14200000000000002,Saudi Aramco,"Saudi Aramco, Shell plan to break up Motiva, divide up assets"
517,-0.512,Lloyds Banking Group PLC,CommentOpening Quote: pay day moans; profits slump for Lloyds; Mars mission
518,0.242,AstraZeneca,AstraZeneca sells Caprelsa rights to Sanofi unit
519,0.436,Wood Group,Industry NewsWood Group wins multi-million dollar contract with BP
520,0.20800000000000002,Royal Mail,Royal Mail and workers' union agree pay deal
521,0.369,Lloyds Banking Group PLC,Lloyds wins right to buy bonds back early to save 1 billion pounds
522,0.669,Admiral Group plc,"Britain's FTSE buoyed by Admiral, building sector gains"
523,-0.209,Tesco PLC,Tesco share price: Brand Guarantee comes under fire
524,-0.448,M&G Investments,"FTSE led lower by M&S, GlaxoSmithKline"
525,0.678,Kingfisher,FTSE edges up as investors cheer Kingfisher results
526,-0.528,HSBC,HSBC chief hit with tax-avoidance scandal
527,-0.1,Lloyds Banking Group,British government stake in Lloyds Banking Group fa
528,0.295,AstraZeneca,AstraZeneca's $727 million play to do away with chemotherapy
529,0.154,HSBC,HSBC appoints business leaders to board
530,-0.483,Diageo,Diageo and Carlsberg hit as Russians suffer from oil price collapse and rouble ...
531,0.316,Deere,"Buffett's Berkshire builds Deere stake, dumps Exxon"
532,0.853,BG Group,BUZZ-BG Group: outperforms sector after record output
533,0.652,Mylan,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle
534,0.224,Citigroup,"After Barclays and Bank of America, Citigroup has blockchain in sight"
535,0.327,G4S,"Industry NewsG4S makes 'positive' start to year, no new impairments"
536,0.376,Morrisons,Morrisons helps FTSE edge higher energy shares slip
537,0.666,Old Mutual,Old Mutual share price: Wealth unit seen as blue-chip company
538,0.383,Unilever,CompaniesUnilever sales lifted by ice cream in soft economy
539,-0.329,InterContinental Hotels Group,InterContinental Hotels first-quarter global room revenue lags estimates
540,0.487,Bunzl,"Bunzl backs 2015 view, buys more businesses"
541,-0.358,Tesco PLC,Bidders Abandon Auction Of Tesco Data Unit
542,0.276,Shell,"EU drops Shell, BP, Statoil from ethanol benchmark investigation"
543,0.426,Standard Life,Euro zone QE helps Standard Life first-quarter funds boost
544,0.5650000000000001,Smith & Nephew,Smith & Nephew 2015 trading profit beats expectations
545,-0.5680000000000001,AstraZeneca,Closely watched AstraZeneca cancer drug fails in mesothelioma
546,-0.718,Glencore,Glencore slumps 25 pct as debt fears grow
547,-0.247,Petrobras,Rolls-Royce to Ensure Compliance After Petrobras Bribery Report
548,0.197,SABMiller,AB InBev offers SABMiller $3 billion breakup fee
549,-0.24,Barclays,Barclays Executive Harrison Denies Knowledge of Libor Fixing
550,-0.28200000000000003,Standard Life,Standard Life hit by 'unprecedented' number of calls on pension freedoms
551,0.232,AB InBev,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle
552,0.11900000000000001,AB InBev,CompaniesAB InBev signals it won't go hostile for SABMiller
553,0.28200000000000003,Meggitt,Meggitt Acquires Cobham Advanced Composites Unit For USD200 Million
554,0.01,London Stock Exchange Group,LSE Group names former SEC head Schapiro non-executive director
555,0.246,IAG,IAG closes in on Aer Lingus with increased offer
556,-0.353,Gazprom,US sanctions put Gazprom-Shell alliance plans in jeopardy
557,0.369,Movantik,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US
558,-0.12,AstraZeneca,Analyst Views: Astrazeneca shares have seen recent volatility; what will 2015 ...
559,0.267,Barclays,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong"
560,-0.8300000000000001,BP,BP agrees to $18.7B penalty for oil spill; the tricky science behind ...
561,0.295,Omnis Pharmaceuticals,AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals
562,-0.2,London Stock Exchange Group,NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger
563,0.456,Morrisons,"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ..."
564,0.634,Compass Group,Compass Group says positive for year ahead
565,0.23800000000000002,Pearson,Pearson expects to return to growth this year
566,0.777,Rolls-Royce,Rolls-Royce Wins $9.2 Billion Order From Emirates Airline
567,0.073,Unilever,Unilever head's resignation sparks spinoff talk
568,0.447,AstraZeneca,AstraZeneca wins US approval for longer use of blood thinner
569,-0.631,BAE Systems,BAE Systems cuts earnings target for 2015 and 370 jobs
570,0.5730000000000001,Debenhams,Morrisons and Debenhams surprise City with Christmas bounce back
571,-0.122,Whitbread,Whitbread to hike prices to offset 'substantial' national living wage bill
572,0.31,Julius Baer,"DBS, Julius Baer emerge as potential bidders for Barclays Asia wealth unit ..."
573,0.302,Hastings Group,CompaniesCar insurer Hastings Group driving Â£180m IPO
574,0.0,GlaxoSmithKline,GlaxoSmithKline starts hunt for successor to CEO Witty
575,0.727,National Grid,National Grid's pretax profit rises 15 percent
576,0.329,Dixons Carphone,"Britain's FTSE steadies, supported by Dixons Carphone"
577,0.163,CRH,CRH's concrete bid for Holcim Lafarge assets
578,-0.169,Morrisons,UK's Morrisons in talks to sell convenience stores - source
579,0.058,HSBC,"HSBC keeps headquarters in London, rejects move to Hong Kong"
580,-0.099,Standard Life,Shell share price: Standard Life announce position against BG acquisition
581,0.392,SABMiller,"EU regulators clear $100 billion-plus AB InBev, SABMiller deal"
582,-0.15,Barclays,Secretive Barclays deal involved Qatari clients
583,-0.34600000000000003,British American Tobacco plc,British American Tobacco first-half sales hurt by currency moves
584,-0.736,BHP Billiton,"European shares plunge, roiled by BHP and oil; hopes turn to ECB"
585,-0.48,Tullow Oil,Tullow Oil eyes lower earnings as output falls
586,-0.508,Shell,"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall"
587,0.252,BG Group,BG Group ships first LNG From Queensland Curtis
588,-0.34500000000000003,Aberdeen Asset Management,Trading ExpertBROKER RECOMMENDATIONSAnalysts mostly negative on Aberdeen but some see value
589,-0.311,Goldman Sachs,"MarketsUBS, Goldman Sachs cut metals forecasts"
590,-0.313,Kingfisher,CompaniesKingfisher bid for Mr Bricolage runs into trouble
591,-0.24,Lloyds Banking Group PLC,CompaniesUK government lines up Â£2bn Lloyds retail share sale
592,0.468,ZS Pharma,"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion"
593,0.641,Auto Trader,UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing
594,-0.243,Standard Chartered PLC,Standard Chartered Will Close Equity Sales and Research Business
595,0.136,National Grid,CompaniesNational Grid lines up sale of gas business
596,0.462,BHP Billiton,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc
597,-0.778,M&G Investments,Prudential knocked after investors withdraw Â£3.9bn from M&G
598,-0.264,Shell,US walrus protections hit Shell's Arctic drilling plan
599,0.11900000000000001,Severn Trent,Severn Trent Profit Offsets Interest Rate Swap Losses
600,-0.274,Tullow Oil,CompaniesTullow says gas exports at key field disrupted
601,0.259,AstraZeneca,"AstraZeneca bags another cancer drug deal, this time with Inovio"
602,-0.356,Asda,"Tesco, Asda sales fall as march of the discounters continues-Kantar"
603,0.026000000000000002,Standard Life,"We'd support HSBC leaving London, says Standard Life"
604,0.47200000000000003,Severn Trent,Severn Trent profit up as customer complaints fall
605,-0.582,SABMiller,US dollar wipes out sales gains for SABMiller
606,0.20500000000000002,AstraZeneca,"AstraZeneca digs into precision medicine with lung, heart deals"
607,0.28700000000000003,Lloyds Banking Group,Lloyds Banking Group to cut 640 jobs and close 23 branches
608,0.726,London Stock Exchange Group,London Stock Exchange Group's quarterly revenue rises 12 percent
609,-0.713,Barclays,News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank
610,0.5690000000000001,Dixons Carphone,Dixons Carphone Profit Beats Forecast in First Year Since Merger
611,0.037,HSBC,PRESS: HSBC Chairman Hints Bank May Retain UK Domicile - Tel
612,-0.466,Associated British Foods,"Associated British Foods Profit Hit by Strong Sterling, Tough Sugar Business"
613,-0.555,Schroders,Former Schroders trader sentenced to 2 years in prison
614,0.264,Novartis,GSK and Novartis complete deals to reshape both drugmakers
615,0.0,Barclays,Barclays Names Mike Bagguley as Chief Operating Officer of Investment Bank
616,-0.28500000000000003,BHP Billiton,BHP Billiton share price: Brazil to sue Samarco for Â£3.5bn
617,0.11900000000000001,Associated British Foods,"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?"
618,-0.771,Barclays,Barclays hit with record fine as six banks settle forex scandal
619,-0.604,Barclays,UK Serious Fraud Office Seeks Retrial of Two Former Barclays Libor Traders
2,-0.41600000000000004,Cuadrilla,Cuadrilla files to delay application to frack in Lancashire
621,0.578,GlaxoSmithKline,GlaxoSmithKline hails progress with lung disease treatment
622,0.177,Morrisons,Morrisons escapes FTSE relegation
623,0.197,ITV,ITV Acquires 'Poldark' Production Company Mammoth Screen
624,0.1,Jefferies,RPT-UPDATE 2-Former Jefferies trader Litvak's conviction overturned
625,-0.552,Tesco,Tesco Sales Deteriorate Ahead of Crucial Christmas Period
626,-0.896,Barclays,"Barclays, Credit Suisse strike record deals with SEC, NY over dark pools"
627,0.136,TalkTalk,Tesco sells Blinkbox and broadband service to TalkTalk
628,0.381,Hammerson,"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts"
629,0.432,Wells Fargo,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct
630,0.769,Travis Perkins,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise
631,0.402,GSK,GSK reveals strong trial results for shingles drug
632,-0.6980000000000001,T-Mobile,Experian says receives class actions related to T-Mobile breach
633,-0.386,Shell,Shell shells out over Nigeria oil spill
634,-0.311,Tesco,Tesco to pay $12 million to settle US lawsuit
635,0.513,HSBC,"FTSE 100 moves lower, but HSBC outperforms"
636,-0.854,Meggitt,Meggitt share price tumbles as profit falls in 'challenging year'
637,0.267,BG Group,BG Group Still Happy With Shell's $70 Billion Offer
638,-0.158,SABMiller,AB InBev attacks SABMiller bid rebuffal
639,0.337,Aberdeen Asset Management,Aberdeen to raise 100 mln stg to seed new funds
640,-0.41000000000000003,Tesco PLC,Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls
641,0.41300000000000003,Kraft Heinz,The Latest: Buffett says cuts will pay off at Kraft Heinz
642,0.40800000000000003,Glencore,Glencore Studies Possible IPO for Agricultural Trading Business
643,0.257,OCBC,"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong"
644,-0.426,Royal Dutch Shell,Gabon Considering Back Tax Penalties Against Royal Dutch Shell
645,0.0,Barclays,"Barclays picks ex-JPMorgan exec Staley as new CEO, to start Dec 1"
646,0.107,Aviva plc,Insight hires Aviva's David Hillier for multi-asset team
647,-0.35000000000000003,Morrisons,Struggling Morrisons pays out Â£3m to sacked boss Dalton Philips â€“ with more to ...
648,-0.607,Royal Mail,Government to sell off remaining 14% stake in Royal Mail
649,-0.417,United Utilities,United Utilities' full-year underlying operating profit falls 9 percent
650,-0.326,Tesco PLC,Tesco to close remaining Homeplus stores in UK
651,-0.07200000000000001,Gen Re,CEO of Berkshire's Gen Re to retire; Jain's role grows
652,0.193,NPS,Morning Agenda: Shire's Deal for NPS
653,0.251,WPP,WPP boosts sales despite cautious clients
654,0.62,Glencore,"Britain's FTSE rises, led up by Glencore surge"
655,0.295,SABMiller,Brewer AB InBev seeks $275 bln tie-up with SABMiller
656,0.08,ITV,Tesco shareholders back ITV head for chairman
657,-0.261,Kingfisher,Kingfisher takeover of Mr Bricolage could hit a brick wall
658,0.6890000000000001,Old Mutual,Old Mutual First-Quarter Sales Up 18% Buoyed by Emerging Markets
659,0.43,Prudential,"UPDATE 2-Prudential will see strong first-half earnings, outgoing CEO says"
660,0.30000000000000004,BG Group,Shell challenges Exxon dominance with 47 billion-pound bid for BG
661,0.021,RSA Insurance,RSA Insurance Hires Towergate's Egan as Chief Financial Officer
662,-0.224,GlaxoSmithKline,"GlaxoSmithKline heart drug flops in study, shingles vaccine on track"
663,0.328,London Stock Exchange Group,ICE Said to Start Lining Up Financing for LSE Bidding War
664,0.465,Standard Chartered PLC,"FTSE rallies off three-month low, boosted by StanChart, Sainsbury"
665,0.177,Lloyds Banking Group PLC,Lloyds sells Irish loan portfolio for Â£827m
666,-0.227,Lufthansa,EasyJet Dismisses Lufthansa Low-Cost Plan in Contest for Germany
667,0.23600000000000002,SABMiller,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle
668,-0.43,BHP Billiton,BHP's iron ore outlook holds little cheer for small miners
669,-0.186,Shire,Shire share price under pressure after $32bn Baxalta deal
670,0.11900000000000001,Pearson,PRESS: Pearson Set To Announce Sale Of Financial Times - Reuters
671,0.28300000000000003,OneMain,Citigroup to Sell OneMain to Springleaf for $4.25 Billion
672,-0.514,BP,"Five years after BP oil spill, some Gulf oystermen are losing hope"
673,0.03,Walmart,Walmart still selling Maryland T-shirts featuring the outline of Massachusetts
674,0.35000000000000003,GlaxoSmithKline,"GlaxoSmithKline beats profit forecasts despite Advair hit, lower margins"
675,0.008,Standard Chartered PLC,Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered
676,0.189,Novartis,GlaxoSmithKline set to complete $20 billion Novartis asset swap next week
677,-0.23,Tesco PLC,Tesco's Sales Pickup Isn't Enough
678,-0.333,Royal Bank of Scotland Group plc,RBS chairman admits surprise at size of regulatory penalties
679,0.6890000000000001,Persimmon,Persimmon sells 17% more houses in 2014
680,0.28200000000000003,Holcim Lafarge,CRH's concrete bid for Holcim Lafarge assets
681,0.537,ITV,ITV strike: Broadcaster's revenue soars but staff walkout for a piece of the action
682,-0.433,RBS,McEwan will be nursing RBS through more struggles yet
683,0.497,ARM Holdings plc,Arm profits and sales up as shift away from mobile gains pace
684,0.58,Teva,Teva First-Quarter Net Rises 11% Amid Mylan Takeover Battle
